Date,Disposition,Gender,Initiated By,Location,Race,Reason for Stop,Search
10/2/2018 4:20 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,5320 Drexel Avenue,African American,"Contact made with subject after she hit e-phone for police assistance. After speaking with subject, officers learned she suffered from mental illness and safely escorted her to her residence where she was released to family members.",No
10/5/2018 1:47 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5700 S Harper,African American,Call for Service: Suspicious subject carrying a rear ten speed tire. Complainant believed tire could be stolen. Subject advised tire belonged to him.,No
10/6/2018 1:31 AM,Name checked; released; no further action,Male,UCPD,5818 S Harper,African American,"Subject was observed looking into multiple parked vehicles while walking S/B from 57th Street & Harper, an area identified as a theft from vehicle hotspot.",No
10/6/2018 3:55 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,915 E 60th,African American,"Responded to area for suspicious person(s) throwing rocks at the building. Upon police arrival, subject was observed throwing rocks. There was no damage or complaints to be signed",No
10/6/2018 3:55 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,915 E 60th,African American,"Responded to area for suspicious person(s) throwing rocks at the building. Upon police arrival, subject was observed throwing rocks. There was no damage or complaints to be signed",No
10/6/2018 3:55 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,915 E 60th,African American,"Responded to area for suspicious person(s) throwing rocks at the building. Upon police arrival, subject was observed throwing rocks. There was no damage or complaints to be signed",No
10/6/2018 3:55 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,915 E 60th,African American,"Responded to area for suspicious person(s) throwing rocks at the building. Upon police arrival, subject was observed throwing rocks. There was no damage or complaints to be signed",No
10/8/2018 11:18 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5507 S Kenwood,African American,Citizen called to inform seeing a M/B who appeared to be casing the area of 54th and Ridgewood Ct.,No
10/12/2018 5:29 PM,Name checked; released; no further action,Male,UCPD,5242 S Drexel,African American,"Subject observed jumping over secure fence, at apartment complex, in robbery hot spot area",No
10/12/2018 5:29 PM,Name checked; released; no further action,Male,UCPD,5242 S Drexel,African American,"Subject observed jumping over secure fence, at apartment complex, in robbery hot spot area",No
10/13/2018 5:37 PM,Name checked; released; no further action,Male,UCPD,5317 Drexel,African American,Subject looking into multiple residents windows,No
10/16/2018 10:40 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,1201 E 57th Street,African American,Subject was observed by AUSO panhandling inside of the Bartlett Commons,No
10/20/2018 1:38 PM,"Name checked; no further
action, referred to CPD",Male,Citizen request for UCPD Response,5437 S. Dorchester,African American,"Subject identified by store manager as an
offender in prior retail theft",No
10/20/2018 1:38 PM,"Name checked; no further
action, referred to CPD",Male,Citizen request for UCPD Response,5437 S. Dorchester,African American,"Subject identified by store manager as an
offender in prior retail theft",No
10/20/2018 11:30 PM,name checked; released to guardian,Male,UCPD,1019 E. 51th Street,African American,Curfew Violator,No
10/20/2018 11:30 PM,name checked; released to guardian,Male,UCPD,1019 E. 51th Street,African American,Curfew Violator,No
11/2/2018 7:12 PM,Name checked; released to guardian,Male,Citizen request for UCPD Response,5205 S Harper,African American,Unaffiliated female subject stated a male juvenile matching the subject's description pointed what was believed to be a handgun in her direction.,No
11/2/2018 7:12 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1451 E 52nd St,African American,Associate of male subject who was believed to be in possession of a handgun,Yes
11/4/2018 10:24 PM,Name checked; released; no further action,Male,UCPD,1112 E 60th,Caucasian,Subject was observed lighting and smoking from an item in a manner consistent with marijuana use,No
11/4/2018 10:24 AM,Name checked; released; no further action,Male,UCPD,1112 E 60th,Caucasian,Companion of subject suspected to be smoking marijuana,No
11/4/2018 10:24 AM,Name checked; released; no further action,Male,UCPD,1112 E 60th,Caucasian,Companion of subject suspected to be smoking marijuana,No
11/4/2018 10:24 AM,Name checked; released; no further action,Male,UCPD,1112 E 60th,Caucasian,Companion of subject suspected to be smoking marijuana,No
11/19/2018 5:03 AM,Name checked; released; no further action,Female,Citizen Request for UCPD Response,5656 Maryland,African American,Public Safety stated that the subject matched a description of a theft offender from Au bon pain.,No
11/18/2018 1:26 PM,Name checked; released; no further action,Male,Citizen Request for UCPD Response,1467 East Park Place,African American,Subject identified by witness as attempting to steal a bike at 5700 S Blackstone,Yes
11/24/2018 7:10 PM,Clear LEADS/ Show-up negative/Released,Male,UCPD,843 Drexel Square,African American,Matched Description of a robbery offender.,Yes
11/24/2018 7:10 PM,Clear LEADS/ Show-up negative/Released,Male,UCPD,843 Drexel Square,African American,Matched Description of a robbery offender.,Yes
12/2/2018 10:50 AM,Name checked; verbal warning issued; released,Male,Citizen Request for UCPD Response,5541 S Everett Ave,African American,Responded to a call for service of a suspicious person sleeping on the table in an office at said location. Subject was identified by complainant on scene.,No
12/8/2018 1:41 PM,Name checked; items returned to owner; released,Male,Citizen Request for UCPD Response,1346 E 53rd Street,African American,Identified as theft offender by victim,Yes
12/8/2018 1:41 PM,Name checked; items returned to owner; released,Male,Citizen Request for UCPD Response,1346 E 53rd Street,African American,Identified as theft offender by victim,Yes
12/10/2018 11:30 AM,Name checked; released; no further action,Male,Citizen Request for UCPD Response,5730 S Drexel,African American,Subject was intoxicated and causing a disturbance in the lobby of CCD. Officers spoke to subject advising he could come back when sober and escorted him to bus stop.,No
12/16/2018 12:40 AM,Name checked; released; no further action,Male,Citizen Request for UCPD Response,5500 S Hyde Park Blvd,African American,PO waved down by subject who reported being involved in an altercation with a juvenile,No
12/16/2018 12:40 AM,Name checked; released to parent; no further actio,Male,Citizen Request for UCPD Response,5500 S Hyde Park Blvd,African American,Juvenile involved in altercation,No
12/18/2018 7:25 PM,Name checked; released; no further action,Male,UCPD,5400 Woodlawn,African American,Subject matched the description of a previous robbery offender,No
12/18/2018 7:25 PM,Name checked; released; no further action,Male,UCPD,5400 Woodlawn,African American,Subject matched the description of a previous robbery offender,No
12/23/2018 12:18 PM,Name checked; released; no further action,Male,UCPD,5835 S. Greenwood,African American,unafillated individual in unoccupied building during winter break,No
12/23/2018 7:39 PM,Name checked; released; no further action,Male,UCPD,5700 S. Harper,African American,Subject in the area where robberies have occurred.,No
12/24/2018 7:43 AM,Name checked; released; no further action,Male,UCPD,4740 S Greenwood Ave,African American,"Subject, without cause or justification, opened squad door while officer was inside",Yes
