,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
853,N/A,6/24/2018 7:09 PM,Verbal Warning,Male,Traffic sign/signal,Midway Plaisance & Dorchester,African American,Disobeyed redlight,No
854,N/A,6/24/2018 9:03 PM,Verbal Warning,Female,Lane Violation,Midway Plaisance & Ellis,African American,Improper lane usage,No
855,N/A,6/25/2018 8:24 AM,Verbal Warning,Male,Lane Violation,5744 S. Blackstone,Caucasian,Improper Lane Usage,No
856,Two citations issued,6/25/2018 12:41 PM,Citation Issued,Male,Traffic Sign/Signal,6100 S. Stony Island,African American,Disobeying Traffic Control Device,No
857,N/A,6/25/2018 9:30 PM,Verbal Warning,Male,Moving Violation  Other,55th Street & Lake Park,Caucasian,Use of Cell Phone,No
858,N/A,6/26/2018 9:53 AM,Verbal Warning,Male,Lane Violation,5700 S. Lake Park,African American,Improper lane usage,No
859,Two Citation Issued,6/26/2018 4:22 PM,Citation Issued,Male,Traffic sign/signal,6300 S. University,African American,Disobeyed Stop Sign,No
860,N/A,6/27/2018 11:03 AM,Verbal Warning,Male,Traffic sign/signal,5100 S Lake Park,African American,Ran red light,No
861,N/A,6/27/2018 3:18 PM,Verbal Warning,Male,Traffic sign/signal,5900 S University,African American,Ran stop sign,No
862,N/A,6/27/2018 8:40 PM,Verbal Warning,Male,Traffic sign/signal,6300 S Woodlawn,African American,Ran stop sign,No
863,N/A,6/27/2018 11:03 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Lake Park,African American,Ran stop sign,No
864,N/A,6/28/2018 8:11 AM,Verbal Warning,Male,Equipment,5900 S. Blackstone Ave.,African American,No brake lights,No
865,N/A,6/28/2018 11:00 AM,Verbal Warning,Female,Traffic Sign/Signal,1461 E. 51st Street,African American,Stop Sign violation,No
866,N/A,6/28/2018 11:22 AM,Verbal Warning,Male,Moving Violation - Other,5800 S. Dorchester Ave,African American,Use of electronic device,No
867,N/A,6/28/2018 3:31 AM,Verbal Warning,Male,Lane Violation,5700 S. Stony Island Ave,African American,Improper Turn,No
868,N/A,6/28/2018 7:07 PM,Verbal Warning,Male,Seatbelt,5300 S. Hyde Park Blvd,African American,No seatbelt when required,No
869,N/A,6/28/2018 7:57 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. University,Caucasian,Ran red light,No
870,Two citations issued,6/30/2018 2:09 AM,Citation Issued,Female,License Plate/Registration,5810 S Woodlawn,African American,Missing front plate,No
871,N/A,6/30/2018 10:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Ellis,African American,Ran stop sign,No
872,N/A,6/30/2018 3:13 PM,Verbal Warning,Male,Lane Violation,5800 S Dorchester,Caucasian,Improper lane usage,No
873,N/A,7/1/2018 12:20 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Kenwood,African American,Ran stop sign,No
874,Two citations issued,7/2/2018 12:23 PM,Citation Issued,Female,Traffic Sign/Signal,5400 Lake Park,African American,Disobeyed traffic control device,No
875,N/A,7/2/2018 3:01 PM,Verbal Warning,Male,Moving Violation � Other,5100 Lake Park,African American,Cell phone violation,No
876,N/A,7/2/2018 7:37 PM,Verbal Warning,Male,Speed,5100 S. Woodlawn,African American,Speeding,No
877,One citation issued,7/2/2018 10:28 PM,Citation Issued,Male,Traffic Sign/Signal,6000 S. Drexel,African American,Disobey stopsign,No
878,N/A,7/3/2018 12:22 AM,Verbal Warning,Male,Lane Violation,Midway Plaisance at Ellis,Hispanic,Wrong way on one way road,No
879,One citation issued,7/3/2018 10:49 AM,Citation Issued,Male,Equipment,6300 Cottage,African American,No brake lights,No
880,N/A,7/3/2018 3:54 PM,Verbal Warning,Male,Lane Violation,921 E 54th,African American,Wrong way on one way road,No
881,N/A,7/3/2018 4:18 PM,Verbal Warning,Female,Traffic Sign/Signal,1108 E 53rd,African American,Ran stop sign,No
882,N/A,7/3/2018 4:25 PM,Verbal Warning,Male,Equipment,1427 E 60th,African American,No brake lights,No
883,N/A,7/3/2018 4:42 PM,Verbal Warning,Male,Traffic Sign/Signal,1418 E Hyde Park,African American,Failed to stop at red light,No
884,Two citations issued,7/3/2018 4:58 PM,Citation Issued,Male,Traffic Sign/Signal,5100 Dorchester,African American,Failed to stop at red light,No
885,N/A,7/3/2018 5:11 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Cottage,African American,Failed to stop at red light,No
886,N/A,7/3/2018 5:32 PM,Verbal Warning,Male,Moving Violation - Other,5500 Cottage,Caucasian,Talking on a cell phone,No
887,One citation issued,7/3/2018 8:59 PM,Citation Issued,Male,Traffic Sign/Signal,"Midway Plaisance/ Cottage
Grove",African American,Ran red light,No
888,N/A,7/3/2018 11:30 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Greenwood,African American,Ran stop sign,No
889,N/A,7/3/2018 11:54 PM,Verbal Warning,Female,Traffic Sign/Signal,950 E. 59th St.,African American,Ran stop sign,No
890,N/A,7/4/2018 12:12 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Stony Island,African American,Ran stop sign,No
891,One citation issued,7/4/2018 1:02 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S. Greenwood,Caucasian,Ran stop sign,No
892,One citation issued,7/4/2018 8:26 PM,Citation Issued,Male,Traffic Sign/Signal,5300 S Kenwood,African American,Ran stop sign,No
893,Two citations issued,7/6/2018 12:34 AM,Citation Issued,Female,Traffic Sign/Signal,5500 S Shore Drive,Caucasian,Ran stop sign,No
894,N/A,7/6/2018 1:29 PM,Verbal Warning,Female,Moving Violation � Other,6300 Ingleside,African American,Driving while texting,No
895,Two citations issued,7/6/2018 3:22 PM,Citation Issued,Male,Lane Violation,6100 Dorchester,African American,Improper passing,No
896,N/A,7/6/2018 4:44 PM,Verbal Warning,Male,Lane Violation,1374 Madison Park,African American,Wrong way on a one way street,No
897,N/A,7/6/2018 4:57 PM,Verbal Warning,Female,Traffic Sign/Signal,1153 E 61st,African American,Ran stop sign,No
898,N/A,7/6/2018 10:11 PM,Verbal Warning,Male,Moving Violation  � Other,5500 S. Woodlawn,African American,Wrong way on a one way street,No
899,N/A,7/6/2018 10:15 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. University,African American,Ran stop sign,No
900,One citation issued,7/6/2018 10:38 PM,Citation Issued,Male,Traffic Sign/Signal,4900 S. Kenwood,African American,Ran stop sign,No
901,N/A,7/6/2018 11:02 PM,Verbal Warning,Male,Moving Violation  � Other,5100 S. Drexel,African American,Reckless driving,No
902,N/A,7/7/2018 10:30 AM,Verbal Warning,Male,Equipment,6200 Cottage,African American,No brake lights,No
903,Two citations issued,7/7/2018 11:28 AM,Citation Issued,Male,Traffic Sign/Signal,5200 University,African American,Ran stop sign,No
904,N/A,7/7/2018 12:56 PM,Verbal Warning,Male,Lane Violation,5800 Woodlawn,Caucasian,Wrong way on one way,No
905,N/A,7/7/2018 1:12 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Lake Park,Caucasian,Failed to stop at sign,No
906,N/A,7/7/2018 1:15 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Harper,African American,Failed to stop at sign,No
907,N/A,7/7/2018 4:59 PM,Verbal Warning,Female,Lane Violation,5800 Kimbark,Caucasian,Wrong way on one way,No
908,N/A,7/7/2018 9:49 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Stony Island,African American,Ran stop sign,No
909,N/A,7/7/2018 11:47 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S. Woodlawn,Hispanic,Ran stop sign,No
910,N/A,7/8/2018 10:29 AM,Verbal Warning,Male,Moving Violation � Other,5500 Lake Park,African American,Cell phone violation,No
911,N/A,7/8/2018 10:40 AM,Verbal Warning,Female,Traffic Sign/Signal,5900 Cottage,African American,Disobeyed traffic light,No
912,N/A,7/8/2018 4:44 PM,Verbal Warning,Female,Traffic Sign/Signal,1420 E 53rd,Hispanic,Disobeyed traffic light,No
913,N/A,7/8/2018 4:49 PM,Verbal Warning,Male,Traffic Sign/Signal,6219 Woodlawn,Caucasian,Disobeyed traffic light,No
914,N/A,7/8/2018 5:08 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Kimbark,African American,Disobeyed traffic light,No
915,One citation issued,7/8/2018 6:23 PM,Citation Issued,Male,Lane Violation,5200 S. Cottage Grove,African American,Wrong way on one way street,No
916,N/A,7/8/2018 8:58 PM,Verbal Warning,Male,Lane Violation,5600 S. Drexel,Caucasian,Wrong way on one way street,No
917,N/A,7/8/2018 9:26 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Kimbark,African American,Ran red light,No
918,N/A,7/8/2018 10:00 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance/Dorchester,African American,Ran stop sign,Yes
919,N/A,7/9/2018 8:13 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Ingleside,African American,Disobeyed Stop Sign,No
920,N/A,7/9/2018 1:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Ingleside,Asian,Improper Lane Usage,No
921,Two citations issued,7/9/2018 2:51 PM,Citation Issued,Female,Lane Violation,6100 S. Ingleside,African American,Improper Turn,Yes
922,N/A,7/9/2018 3:08 PM,Verbal Warning,Male,Lane Violation,5500 S. Ingleside,Caucasian,Improper Turn,No
923,N/A,7/10/2018 12:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Woodlawn,African American,"Failure to Yield to Pedestrian In
Crosswalk",No
924,N/A,7/10/2018 12:45 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. University,Hispanic,Disobeying Traffic Control Signal,No
925,N/A,7/10/2018 4:56 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. Dorchester,African American,Disobeying Stop Sign,No
926,N/A,7/10/2018 9:51 PM,Verbal Warning,Male,Lane Violation,5723 S Dorchester,Asian,Right turn in front of CTA bus,No
927,N/A,7/11/2018 9:27 AM,Verbal Warning,Female,Lane Violation,5700 University,African American,Wrong way on a one way,No
928,N/A,7/11/2018 12:11 PM,Verbal Warning,Female,Traffic Sign/Signal,6000 Woodlawn,Caucasian,Disobey traffic device,No
929,N/A,7/11/2018 2:52 PM,Verbal Warning,Female,Lane Violation,6000 Drexel,Caucasian,Wrong way on a one way,No
930,N/A,7/11/2018 2:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Lake Park,Asian,Disobey traffic device,No
931,N/A,7/11/2018 9:40 PM,Verbal Warning,Female,Equipment,Midway Plaisance/Ellis,African American,Unsafe equipment,No
932,N/A,7/12/2018 1:05 AM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Ellis,African American,Ran stop sign,No
933,N/A,7/12/2018 8:12 AM,Verbal Warning,Male,Traffic Sign/Signal,1017 E 61st,Caucasian,Disobey traffic control device,No
934,N/A,7/12/2018 8:31 AM,Verbal Warning,Male,Traffic Sign/Signal,5140 Hyde Park,African American,Disobey traffic control device,No
935,N/A,7/12/2018 9:51 AM,Verbal Warning,Male,Traffic Sign/Signal,1301 E 55th,Asian,Disobey traffic control device,No
936,N/A,7/12/2018 10:36 AM,Verbal Warning,Male,Moving Violation � Other,1522 E 53rd,Caucasian,Talking on Cell Phone,No
937,N/A,7/12/2018 8:31 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Dorchester,African American,Ran stop sign,No
938,N/A,7/12/2018 8:44 PM,Verbal Warning,Female,Traffic Sign/Signal,1165 E. 61st St,African American,Ran stop sign,No
939,Four citations issued,7/12/2018 9:30 PM,Citation Issued,Female,Lane Violation,6000 S. Stony Island,African American,Improper lane usage,Yes
940,N/A,7/12/2018 9:40 PM,Verbal Warning,Male,Equipment,5100 S. Greenwood,African American,Unsafe equipment,No
941,Two citations issued,7/13/2018 9:51 AM,Citation Issued,Male,Traffic sign/signal,5500 S Harper,African American,Disobeyed Stop Sign,No
942,N/A,7/13/2018 5:45 PM,Verbal Warning,Female,Traffic Sign/Signal,5736  S. Woodlawn,African American,Red Light Violation,No
943,N/A,7/13/2018 6:31 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S. Stony Island,African American,Red Light Violation,No
944,N/A,7/13/2018 7:28 PM,Verbal Warning,Male,Lane Violation,5600 S. Stony Island,African American,Wrong Way - One Way Street,No
945,N/A,7/13/2018 7:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. University,Caucasian,Red Light Violation,No
946,One citation issued,7/13/2018 7:58 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S. University,African American,Stop Sign Violation,No
947,N/A,7/13/2018 11:45 PM,Verbal Warning,Male,Traffic Sign/Signal,E/B MDW Plaisance & Dorchester,Caucasian,Red Light Violation,No
948,N/A,7/14/2018 3:28 PM,Verbal Warning,Female,Traffic sign/signal,6000 S Kenwood,African American,Disobeyed Stop Sign,No
949,N/A,7/14/2018 7:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5641 S Woodlawn,African American,Red light violation,No
950,N/A,7/15/2018 1:21 AM,Verbal Warning,Female,Lane Violation,5600 S Lake Park,Hispanic,Wrong way,No
951,N/A,7/15/2018 1:56 AM,Verbal Warning,Male,Follow too close,6330 S University,African American,Following too close,No
952,N/A,7/16/2018 12:09 PM,Verbal Warning,Female,Moving Violation � Other,5700 Stony,Caucasian,Cell Phone violation,No
953,N/A,7/16/2018 12:41 PM,Verbal Warning,Male,Traffic Sign/Signal,1174 E 57th,Caucasian,Disobeyed traffic control device,No
954,N/A,7/16/2018 6:58 PM,Verbal Warning,Male,Lane Violation,860 E. 59th St.,Caucasian,Improper lane usage,No
955,Two citations issued,7/16/2018 8:02 PM,Citation Issued,Male,Traffic Sign/Signal,5200 S. Ingleside,African American,Disobeyed stop sign,No
956,Two citations issued,7/16/2018 8:33 PM,Citation Issued,Male,Lane Violation,5300 S. Dorchester,African American,Wrong way on one way road,No
957,N/A,7/16/2018 9:08 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Dorchester,African American,Disobeyed stop sign,No
958,N/A,7/17/2018 8:20 AM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance at Dorchester,African American,Disobeyed traffic light,No
959,N/A,7/17/2018 8:51 AM,Verbal Warning,Male,Traffic Sign/Signal,5144 Cornell,African American,Stop sign violation,No
960,N/A,7/17/2018 6:26 PM,Verbal Warning,Male,Lane Violation,5331 S. Greenwood,Caucasian,Wrong way on one way road,No
961,N/A,7/17/2018 6:22 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Blackstone,Caucasian,Failure to yield at crosswalk,No
962,N/A,7/17/2018 8:12 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance/Dorchester,African American,Disobey traffic control device,No
963,N/A,7/16/2018 9:08 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Dorchester,African American,Disobeyed stop sign,No
964,Two citations issued,7/18/2018 9:47 AM,Citation Issued,Female,Traffic Sign/Signal,5400 S. Drexel,African American,Disobeyed Stop Sign,No
965,N/A,7/18/2018 6:16 PM,Verbal Warning,Male,Lane Violation,E/B Midway Plaisance & Blackstone,African American,Improper Lane Usage - Wrong Side,No
966,N/A,7/18/2018 11:24 PM,Verbal Warning,Male,Traffic Sign/Signal,1350 E. 53rd Street,Hispanic,Stop Sign Violation,No
967,N/A,7/20/2018 8:25 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Drexel,African American,Disobeyed redlight,No
968,N/A,7/21/2018 12:20 AM,Verbal Warning,Male,Traffic sign/signal,5200 S. Ingleside,Caucasian,Disobeyed Stop Sign,No
969,N/A,7/21/2018 11:24 AM,Verbal Warning,Male,Traffic sign/signal,5467 S. Ellis,Caucasian,Failure to yield to pedestrian in crosswalk,No
970,N/A,7/21/2018 2:51 PM,Verbal Warning,Male,Traffic sign/signal,5200 S. University,Caucasian,Disobeyed Stop Sign,No
971,N/A,7/21/2018 8:45 PM,Verbal Warning,Female,Traffic sign/signal,6300 S. Maryland,African American,Disobeyed Stop Sign,No
972,N/A,7/21/2018 8:53 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Greenwood,African American,Disobeyed Stop Sign,No
973,N/A,7/21/2018 9:01 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Woodlawn,African American,Disobeyed traffic control device,No
974,N/A,7/21/2018 9:05 PM,Verbal Warning,Female,Equipment,5800 S. Woodlawn,Caucasian,No headlights when required,No
975,N/A,7/21/2018 10:33 PM,Verbal Warning,Male,Equipment,5700 S. Woodlawn,African American,No rear brake lights,No
976,N/A,7/21/2018 11:06 PM,Verbal Warning,Female,Moving Violation - Other,5500 S. Lake Park,African American,Wrong way on one way street,No
977,N/A,7/22/2018 2:01 AM,Verbal Warning,Male,Traffic sign/signal,6100 S. Cottage Grove,African American,Disobeyed traffic control device,No
978,N/A,7/22/2018 10:30 AM,Verbal Warning,Male,Traffic sign/signal,5300 S. University,African American,Disobeyed Stop Sign,No
979,N/A,7/22/2018 10:44 AM,Verbal Warning,Female,Traffic sign/signal,5700 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
980,N/A,7/22/2018 11:18 AM,Verbal Warning,Male,Lane Violation,1605 E. 55th Street,African American,Improper U-Turn,No
981,N/A,7/22/2018 3:38 PM,Verbal Warning,Male,Traffic sign/signal,4937 S. Woodlawn,African American,Disobeyed Stop Sign,No
982,N/A,7/22/2018 7:33 PM,Verbal Warning,Female,Traffic sign/signal,5541 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
983,N/A,7/22/2018 8:09 PM,Verbal Warning,Female,Traffic sign/signal,5000 S.Dorchester,African American,Disobeyed Stop Sign,No
984,N/A,7/23/2018 7:13 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance & Woodlawn,Asian,Stop Sign Violation,No
985,N/A,7/23/2018 10:07 PM,Verbal Warning,Male,Traffic Sign/Signal,1634 E. 53rd Street,African American,Red Light Violation,No
986,N/A,7/24/2018 5:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Kenwood,Hispanic,Stop Sign Violation,No
987,N/A,7/24/2018 7:48 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Ellis Ave,African American,disobey stop sign,No
988,N/A,7/24/2018 2:08 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S. Drexel,African American,disobey traffic control device,No
989,N/A,7/25/2018 10:07 AM,Verbal Warning,Female,Lane Violation,5900 S. Ellis Ave,African American,Wrong way - one way,No
990,N/A,7/25/2018 5:13 PM,Verbal Warning,Female,Traffic Sign/Signal,1372 E. 53rd Street,African American,Failure to Stop - Stop Sign,No
991,N/A,7/26/2018 8:35 AM,Verbal Warning,Male,Traffic Sign/Signal,5100 S. Cornell Ave,African American,Ran stop sign,No
992,N/A,7/26/2018 9:06 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Kenwood Ave,African American,Ran red light,No
993,N/A,7/26/2018 11:03 AM,Verbal Warning,Male,Traffic Sign/Signal,4800 S. Woodlawn  Ave,Caucasian,Ran stop sign,No
994,N/A,7/26/2018 12:28 PM,Verbal Warning,Female,Lane Violation,5800 S. Ellis Ave,Caucasian,Illegal U-Turn,No
995,N/A,7/26/2018 12:37 PM,Verbal Warning,Female,Lane Violation,5229 S. Lake Park Ave,Caucasian,Wrong way on one way street,No
996,N/A,7/26/2018 12:48 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S. Greenwood  Ave,Hispanic,Ran stop sign,No
997,N/A,7/26/2018 3:22 PM,Verbal Warning,Female,Traffic Sign/Signal,1158 S. 53rd Street,Hispanic,Ran stop sign,No
998,N/A,7/26/2018 3:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Lake Park Ave,Hispanic,Ran stop sign,No
999,N/A,7/27/2018 8:55 AM,Verbal Warning,Male,Traffic Sign/Signal,4900 S. Ellis,African  American,Disobeyed traffic control device,No
1000,One citation issued,7/27/2018 5:17 PM,Citation Issued,Male,Traffic Sign/Signal,1333 E. 55th Street,Hispanic,Disobeyed traffic control device,No
1001,N/A,7/27/2018 8:17 PM,Verbal Warning,Male,Moving Violation - Other,5500 S. Ellis,African American,Failure To Yield - Turning Left,No
1002,N/A,7/27/2018 8:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Kimbark,African American,Red Light Violation,No
1003,N/A,7/27/2018 10:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Drexel,African American,Stop Sign Violation,No
1004,Two citations issued,7/27/2018 12:44 AM,Citation Issued,Female,Traffic Sign/Signal,5400 S. Ellis,African American,Stop Sign Violation,No
1005,N/A,7/28/2018 5:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Ellis,African  American,Disobeyed traffic control device,No
1006,N/A,7/28/2018 7:37 PM,Verbal Warning,Female,Lane Violation,4700 S. Lake Park,African American,Improper Turn,No
1007,N/A,7/28/2018 7:46 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,African American,Failure To Yield To Pedestrian,No
1008,N/A,7/28/2018 7:56 PM,Verbal Warning,Male,Lane Violation,5500 S. Blackstone,African American,Improper Overtaking,No
1009,N/A,7/28/2018 9:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Harper,African American,Red Light Violation,No
1010,N/A,7/29/2018 9:02 AM,Verbal Warning,Female,Traffic Sign/Signal,1178 E. Midway Plaisance,Asian,Ran stop sign,No
1011,N/A,7/29/2018 12:20 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
1012,N/A,7/29/2018 3:37 PM,Verbal Warning,Female,Traffic Sign/Signal,6000 S. University Ave,Hispanic,Disobeyed traffic control device,No
1013,N/A,7/30/2018 12:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Lake Park,Caucasian,Failed to stop at sign,No
1014,N/A,7/30/2018 2:21 PM,Verbal Warning,Female,Traffic Sign/Signal,1000 Midway Plaisance,African American,Failed to stop at light,No
1015,N/A,7/30/2018 3:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 Lake Park,Caucasian,Failed to stop at light,No
1016,N/A,7/30/2018 3:36 PM,Verbal Warning,Female,Lane Violation,821 E 55th,African American,Wrong way on one way,No
1017,N/A,7/30/2018 4:00 PM,Verbal Warning,Female,Traffic Sign/Signal,1119 E 53rd,African American,Failed to stop at sign,No
1018,N/A,7/30/2018 4:10 PM,Verbal Warning,Male,Traffic Sign/Signal,1000 Midway Plaisance,African American,Failed to stop at sign,No
1019,N/A,7/30/2018 7:39 PM,Verbal Warning,Male,Lane Violation,5825 S. Ellis,Asian,Improper lane usage,No
1020,N/A,7/30/2018 10:06 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Cottage,African American,Disobeyed traffic control device,No
1021,N/A,7/30/2018 11:10 PM,Verbal Warning,Male,Traffic Sign/Signal,1108 E. 53rd St,African American,Disobeyed traffic control device,No
1022,N/A,7/31/2018 3:43 PM,Verbal Warning,Female,Traffic Sign/Signal,1125 E 53rd,African American,Failed to stop at light,No
1023,N/A,7/31/2018 12:26 PM,Verbal Warning,Male,Lane Violation,5500 Harper,African American,Improper turn,No
1024,N/A,7/31/2018 8:29 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Ellis,African American,Disobeyed stop sign,No
1025,N/A,7/31/2018 10:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Ellis,African American,Disobeyed stop sign,No
1026,N/A,8/1/2018 4:19 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Cornell,Hispanic,Disobeyed Stop Sign,No
1027,N/A,8/1/2018 7:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Ellis,African American,Stop Sign Violation,No
1028,N/A,8/2/2018 2:00 AM,Verbal Warning,Male,Lane Violation,5300 S. Kimbark,African American,Wrong Way Down One Way Street,No
1029,N/A,8/2/2018 8:24 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Everett,Caucasian,Disobey stop sign,No
1030,N/A,8/2/2018 10:13 PM,Verbal Warning,Male,Lane Violation,5500 S University,Caucasian,Wrong way on one way street,No
1031,N/A,8/3/2018 8:57 AM,Verbal Warning,Male,Lane Violation,5656 S. Dorchester,African American,Wrong way on one way street,No
1032,N/A,8/3/2018 3:11 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. Langley,African American,Ran stop sign,No
1033,N/A,8/3/2018 8:27 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Blackstone,African American,Failed to stop at sign,No
1034,N/A,8/3/2018 11:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Ingleside,African American,Failed to stop at sign,No
1035,N/A,8/4/2018 8:32 AM,Verbal Warning,Female,Traffic Sign/Signal,1165 E. 53rd St,African American,Ran stop sign,No
1036,N/A,8/4/2018 5:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5233 Ellis,African American,Failed to stop at sign,No
1037,N/A,8/4/2018 8:44 PM,Verbal Warning,Male,Lane Violation,5900 Ellis,African American,Wrong way on a one way,No
1038,N/A,8/4/2018 10:07 PM,Verbal Warning,Female,Lane Violation,5100 University,African American,Wrong way on a one way,No
1039,N/A,8/4/2018 11:20 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Dorchester,Caucasian,Disobeyed a stop light,No
1040,N/A,8/5/2018 3:28 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Dorchester,African American,Failed to stop at sign,No
1041,N/A,8/5/2018 10:02 AM,Verbal Warning,Female,Traffic Sign/Signal,1002 E. 55th st,African American,Disobey stopsign,No
1042,N/A,8/5/2018 11:49 AM,Verbal Warning,Female,Lane Violation,5900 S. Ellis Ave.,Caucasian,Wrong way on one way street,No
1043,N/A,8/5/2018 4:30 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway  Plaisance/Dorchester,Caucasian,Ran stop sign,No
1044,N/A,8/5/2018 6:10 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway/Ellis,Caucasian,Disobeyed traffic control device,No
1045,Four citations issued,8/5/2018 8:33 PM,Citation Issued,Female,Traffic Sign/Signal,5400 S. Cottage,African American,Disobeyed traffic control device,No
1046,N/A,8/6/2018 9:26 AM,Verbal Warning,Male,Traffic sign/signal,1200 E/B Midway Plaisance,African American,Disobeyed Stop Sign,No
1047,N/A,8/6/2018 6:38 PM,Verbal Warning,Male,Traffic sign/signal,5725 S. Woodlawn,African American,Disobeyed Stop Sign,No
1048,N/A,8/6/2018 6:58 PM,Verbal Warning,Female,Lane Violation,1348 E. 51th Street,African American,Improper lane usage,No
1049,N/A,8/6/2018 10:10 PM,Verbal Warning,Female,Equipment,5700 S. Cottage Grove,African American,No headlights when required,No
1050,N/A,8/7/2018 4:31 PM,Verbal Warning,Male,Lane Violation,6000 S Dorchester,Caucasian,Failed to yield to pedestrians in a marked crosswalk,No
1051,N/A,8/8/2018 12:45 AM,Verbal Warning,Female,Speed,5500 S Drexel,African American,Speeding - Over Statutory Limit,No
1052,Two citations issued,8/8/2018 9:43 AM,Citation Issued,Female,Traffic Sign/Signal,5104 S. Lake Park,African American,Disobeyed Stop Sign,No
1053,N/A,8/8/2018 11:23 AM,Verbal Warning,Female,Traffic Sign/Signal,4900 S. Drexel,African American,Disobeyed traffic control device,No
1054,N/A,8/8/2018 2:28 PM,Verbal Warning,Female,Lane Violation,5100 S. Blackstone,African American,Driving wrong way one way street,No
1055,N/A,8/8/2018 4:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Dorchester,Hispanic,Disobeyed red light,No
1056,N/A,8/8/2018 6:11 PM,Verbal Warning,Female,Lane Violation,5100 Lake Park,African American,Improper  U-Turn,No
1057,N/A,8/9/2018 3:16 PM,Verbal Warning,Female,Seatbelt,5428 Lake Park,African American,Child under 8 y/o seatbelt violation,No
