,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
211,N/A,2/15/2018 12:08 PM,Verbal Warning,Female,Traffic sign/signal,5400 S Lake Park,Caucasian,Ran stop sign,No
212,N/A,2/15/2018 10:19 PM,Verbal Warning,Male,Equipment,1300 E 51st,African American,Missing tail light,No
213,N/A,2/16/2018 9:23 AM,Verbal Warning,Male,Traffic sign/signal,1017 E. 55th Street,Hispanic,Failure to yield to pedestrian in crosswalk,No
214,Two citations issued,2/16/2018 12:03 PM,Citation issued,Female,Traffic sign/signal,5200 S. Lake Park,Caucasian,Disobeyed Stop Sign,No
215,N/A,2/16/2018 12:47 PM,Verbal Warning,Male,Lane Violation,5760 S. Kenwood,Hispanic,Wrong way on one way street,No
216,N/A,2/16/2018 1:35 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Woodlawn,Caucasian,Failure to yield to pedestrian in crosswalk,No
217,N/A,2/16/2018 5:03 PM,Verbal Warning,Female,Traffic sign/signal,4700 S. Drexel,African American,Disobeyed Stop Sign,No
218,N/A,2/16/2018 5:21 PM,Verbal Warning,Female,Traffic sign/signal,Midway Plaisance/Woodlawn,African American,Disobeyed Stop Sign,No
219,N/A,2/17/2018 12:08 PM,Verbal Warning,Male,License plate/registration,1125 E. 55th Street,African American,Invalid registration,No
220,N/A,2/17/2018 4:16 PM,Verbal Warning,Female,Lane Violation,5726 S. University,Asian,Wrong way on one way street,No
221,N/A,2/17/2018 4:24 PM,Verbal Warning,Female,Lane Violation,Midway Plaisance/Ellis,Caucasian,Wrong way on one way street,No
222,N/A,2/17/2018 8:27 PM,Verbal Warning,Male,Lane Violation,1417 E. 55th Street,Asian,Improper U-Turn,No
223,One citation issued,2/18/2018 8:55 AM,Citation issued,Female,Traffic sign/signal,1215 E. 53rd Street,African American,Disobeyed Stop Sign,No
224,Two citations issued,2/18/2018 8:59 AM,Citation issued,Female,Traffic sign/signal,6200 S. Stony Island,African American,Disobeyed traffic control device,No
225,N/A,2/18/2018 12:02 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Woodlawn,African American,Disobeyed Stop Sign,No
226,N/A,2/18/2018 2:52 PM,Verbal Warning,Female,Traffic sign/signal,Midway Plaisance/Stony Island,African American,Disobeyed traffic control device,No
227,N/A,2/18/2018 4:23 PM,Verbal Warning,Female,Traffic sign/signal,5400 S. University,African American,Disobeyed Stop Sign,Yes
228,N/A,2/18/2018 11:42 PM,Verbal Warning,Female,Traffic sign/signal,5100 S. Dorchester,Asian,Disobeyed Stop Sign,No
229,N/A,2/19/2018 1:05 AM,Verbal Warning,Female,License plate/registration,5600 S. Stony Island,African American,No rear license plate,No
230,N/A,2/19/2018 10:00 AM,Verbal Warning,Female,Traffic Sign/Signal,5100 S Woodlawn,African American,Ran stop sign,No
231,N/A,2/19/2018 2:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,African American,Disobeyed traffic control device,No
232,N/A,2/19/2018 2:09 PM,Verbal Warning,Female,Lane Violation,6328 S Cottage Grove,Hispanic,Improper turn,No
233,N/A,2/19/2018 8:10 PM,Verbal Warning,Male,Traffic sign/signal,5527 S Cornell,African American,Ran stop sign,No
234,N/A,2/19/2018 8:55 PM,Verbal Warning,Female,Traffic sign/signal,5200 S Woodlawn,African American,Ran stop sign,No
235,N/A,2/20/2018 8:39 AM,Verbal Warning,Female,Traffic sign/signal,6000 S Woodlawn,African American,Ran stop sign,No
236,N/A,2/20/2018 12:20 PM,Verbal Warning,Female,Traffic sign/signal,5500 S Lake Park,African American,Ran stop sign,No
237,N/A,2/20/2018 4:37 PM,Verbal Warning,Female,Lane Violation,6000 S Drexel,Caucasian,Improper lane usage,No
238,N/A,2/20/2018 9:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5255 S University,Asian,Ran red light,No
239,N/A,2/21/2018 12:59 AM,Verbal Warning,Male,Lane Violation,6000 S Ellis,American Indian/Alaskan Native,Wrong way on one way road,No
240,N/A,2/21/2018 4:25 PM,Verbal Warning,Male,Lane Violation,5757 S University,Caucasian,Wrong way on one way road,No
241,N/A,2/21/2018 7:49 PM,Verbal Warning,Male,Lane Violation,5100 Kimbark,Hispanic,Wrong way on one way road,No
242,N/A,2/22/2018 1:36 AM,Verbal Warning,Female,Traffic sign/signal,5700 Drexel,African American,Ran stop sign,No
243,N/A,2/22/2018 11:51 AM,Verbal Warning,Male,Traffic sign/signal,6200 S Ellis,African American,Ran stop sign,No
244,Two citations issued,2/22/2018 3:41 PM,Citation issued,Female,License plate/registration,4508 S Drexel,African American,Expired registration,No
245,N/A,2/22/2018 4:14 PM,Verbal Warning,Male,Lane Violation,5900 S Ellis,African American,Wrong way on one way road,No
246,N/A,2/23/2018 8:27 AM,Verbal Warning,Male,Traffic Sign/Signal,6000 S Cottage Grove,African American,Disobeyed traffic control device,No
247,N/A,2/23/2018 9:07 AM,Verbal Warning,Female,Traffic sign/signal,5500 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
248,N/A,2/23/2018 9:19 AM,Verbal Warning,Male,Traffic Sign/Signal,5228 S Lake Park,Caucasian,Disobeyed traffic control device,No
249,N/A,2/23/2018 4:31 PM,Verbal Warning,Male,Traffic sign/signal,4700 S Drexel,African American,Ran stop sign,No
250,N/A,2/23/2018 4:35 PM,Verbal Warning,Male,Traffic sign/signal,6300 S University,African American,Disobeyed traffic control device,No
251,N/A,2/23/2018 7:10 PM,Verbal Warning,Male,Lane Violation,1100 E 55th,Caucasian,Improper U-Turn,No
252,N/A,2/23/2018 8:20 PM,Verbal Warning,Female,Equipment,5300 S Cornell,African American,No headlights when required,No
253,N/A,2/24/2018 2:42 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Lake Park,African American,Ran stop sign,No
254,N/A,2/24/2018 10:03 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
255,N/A,2/24/2018 12:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Lake Park,Caucasian,Ran stop sign,No
256,N/A,2/24/2018 5:29 PM,Verbal Warning,Male,Equipment,5436 S Hyde Park,African American,No headlights when required,No
257,Two citations issued,2/25/2018 2:37 AM,Citation issued,Male,Traffic Sign/Signal,5100 S Cottage Grove,African American,Disobeyed traffic control device,No
258,N/A,2/25/2018 9:21 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Lake Park,African American,Ran stop sign,No
259,N/A,2/25/2018 3:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Kimbark,Caucasian,Disobeyed traffic control device,No
260,N/A,2/25/2018 8:30 PM,Verbal Warning,Female,Equipment,1203 E 57th,African American,No headlights when required,No
261,N/A,2/25/2018 9:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Harper,Hispanic,Ran stop sign,No
262,N/A,2/26/2018 2:11 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Cottage Grove,African American,Ran red light,No
263,N/A,2/26/2018 2:11 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Cottage Grove,Caucasian,Ran red light,No
264,N/A,2/26/2018 4:09 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Kimbark,African American,Failure to yield to pedestrian in crosswalk,No
265,N/A,2/26/2018 8:06 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Cornell,Asian,Ran stop sign,No
266,N/A,2/26/2018 9:03 PM,Verbal Warning,Male,Seatbelt,5500 Kimbark,African American,Failure to secure child in seat,No
267,N/A,2/27/2018 8:41 AM,Verbal Warning,Male,Speed,1155 E Midway Plaisance,African American,Speeding,No
268,N/A,2/27/2018 9:08 AM,Verbal Warning,Female,Speed,1116 E Midway Plaisance,African American,Speeding,No
269,N/A,2/27/2018 8:01 PM,Verbal Warning,Male,Traffic Sign/Signal,5135 Blackstone,African American,Ran stop sign,No
270,N/A,2/27/2018 8:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Lake Park,Hispanic,Ran stop sign,No
271,N/A,2/27/2018 8:56 PM,Verbal Warning,Male,Traffic Sign/Signal,6211 Woodlawn,Hispanic,Disobeyed traffic control device,No
272,N/A,2/27/2018 10:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 Ellis,African American,Disobeyed traffic control device,No
273,N/A,2/27/2018 10:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Harper,African American,Disobeyed traffic control device,No
274,N/A,2/28/2018 2:11 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 Lake Park,Asian,Ran stop sign,No
275,N/A,2/28/2018 1:56 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Lake Park,African American,Ran stop sign,No
276,N/A,2/28/2018 3:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Ellis,African American,Ran stop sign,No
277,N/A,2/28/2018 5:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Cottage Grove,African American,Ran red light,No
278,N/A,2/28/2018 9:58 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S University,African American,Ran stop sign,No
279,N/A,2/28/2018 10:19 PM,Verbal Warning,Male,License plate/registration,6240 S Stony Island,African American,Vehicle missing license plates,No
280,N/A,3/1/2018 1:58 PM,Verbal Warning,Female,Lane Violation,5200 S Lake Park,African American,Wrong way on one way road,No
281,One citation issued,3/1/2018 2:23 PM,Citation issued,Male,Traffic Sign/Signal,6500 S Stony Island,African American,Disobeyed traffic control device,No
282,N/A,3/1/2018 9:53 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Dorchester,African American,Ran stop sign,No
283,N/A,3/1/2018 10:54 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Woodlawn,Caucasian,Ran stop sign,No
284,N/A,3/2/2018 5:23 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S Everett,African American,Ran stop sign,No
285,N/A,3/2/2018 9:30 PM,Verbal Warning,Female,Equipment,6300 Cottage Grove,African American,Driving without headlights or tail lights,No
286,N/A,3/2/2018 9:32 PM,Verbal Warning,Male,Lane Violation,1124 E 54th,African American,Wrong way on one way road,No
287,N/A,3/2/2018 10:19 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 S Woodlawn,Asian,Ran stop sign,No
288,N/A,3/3/2018 12:35 AM,Verbal Warning,Male,Traffic sign/signal,5700 Hyde Park,Hispanic,Ran stop sign,No
289,N/A,3/3/2018 1:22 AM,Verbal Warning,Male,Speed,1000 Midway Plaisance,African American,Speeding,No
290,N/A,3/3/2018 1:41 AM,Verbal Warning,Male,Lane Violation,5530 Lake Park,African American,Illegal turn,No
291,N/A,3/3/2018 4:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Lake Park,African American,Disobeyed traffic control device,No
292,N/A,3/3/2018 7:38 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Ingleside,African American,Disobeyed traffic control device,No
293,N/A,3/3/2018 7:42 PM,Verbal Warning,Female,Traffic sign/signal,6300 S Kenwood,African American,Disobeyed traffic control device,No
294,N/A,3/4/2018 11:48 AM,Verbal Warning,Female,Lane Violation,5500 S Lake Park,African American,Right turn in front of CTA bus,No
295,Two citations issued,3/4/2018 2:38 PM,Citation issued,Female,Traffic Sign/Signal,1225 E 55th St,African American,Failure to yield to pedestrian in crosswalk,No
296,N/A,3/4/2018 4:55 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S University,Hispanic,Ran red light,No
297,N/A,3/4/2018 9:13 PM,Verbal Warning,Male,Lane Violation,1360 E 57th,Caucasian,Wrong way on one way road,No
298,N/A,3/4/2018 10:58 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Greenwood,African American,Ran stop sign,No
299,,There were no traffic stops to report for 3-5-2018,,,,,,,
300,N/A,3/7/2018 10:22 AM,Verbal Warning,Female,Traffic Sign/Signal,1326 E 53rd,African American,Disobeyed traffic control device,No
301,N/A,3/7/2018 2:07 PM,Verbal Warning,Female,Traffic sign/signal,6200 S Stony Island,African American,Ran red light,No
302,Two citations issued,3/7/2018 2:49 PM,Citation issued,Female,Lane Violation,5300 S Ellis,African American,Wrong way on one way road,No
303,Two citations issued,3/7/2018 4:10 PM,Citation issued,Male,Traffic Sign/Signal,1200 E 47th,African American,Ran stop sign,Yes
304,N/A,3/7/2018 7:58 PM,Verbal Warning,Female,Equipment,5100 Cornell,Caucasian,Driving without headlights,No
305,N/A,3/7/2018 10:46 PM,Verbal Warning,Female,Lane Violation,5600 Dorchester,African American,Wrong way on one way road,No
306,N/A,3/8/2018 1:41 PM,Verbal Warning,Male,Traffic Sign/Signal,5416 S Cornell,Caucasian,Ran stop sign,No
307,N/A,3/8/2018 7:33 PM,Verbal Warning,Female,Equipment,5800 Stony Island,African American,Driving without headlights,No
308,N/A,3/8/2018 8:38 PM,Verbal Warning,Female,Equipment,5700 Harper,Caucasian,Driving without headlights,No
309,N/A,3/8/2018 9:42 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Woodlawn,African American,Ran stop sign,No
310,N/A,3/8/2018 10:24 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance and Dorchester,Caucasian,Ran stop sign,No
311,N/A,3/9/2018 10:58 AM,Verbal Warning,Female,Traffic sign/signal,5500 S. Dorchester,African American,Failure to yield to pedestrian in crosswalk,No
312,N/A,3/9/2018 5:05 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Woodlawn,African American,Disobeyed traffic control device,No
313,N/A,3/9/2018 9:35 PM,Verbal Warning,Male,Equipment,5400 S. Kimbark,Caucasian,No headlights when required,No
314,N/A,3/9/2018 10:38PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Greenwood,African American,Disobeyed Stop Sign,No
315,N/A,3/9/2018 11:43 PM,Verbal Warning,Male,Lane Violation,5500 S. Ellis,African American,Improper lane usage,No
316,N/A,3/10/2018 3:09 AM,Verbal Warning,Male,Traffic sign/signal,5100 S. Woodlawn,African American,Disobeyed Stop Sign,No
317,N/A,3/10/2018 12:34 PM,Verbal Warning,Female,Traffic sign/signal,5100 S. Dorchester,African American,Disobeyed Stop Sign,No
318,N/A,3/10/2018 2:46 PM,Verbal Warning,Male,Traffic sign/signal,5100 S. University,African American,Disobeyed Stop Sign,No
319,N/A,3/10/2018 4:59 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Woodalwn,African American,Failure to yield to pedestrian in crosswalk,No
320,N/A,3/10/2018 9:19 PM,Verbal Warning,Female,Equipment,5500 S. Hyde Park Blvd,Caucasian,No headlights when required,No
321,Two citations issued,3/10/2018 10:16 PM,Citations issued,Male,Traffic sign/signal,5100 S. Kenwood,African American,Disobeyed traffic control device,No
322,N/A,3/10/2018 10:51 PM,Verbal Warning,Male,Equipment,5500 S. Lake Park,African American,No headlights when required,No
323,N/A,3/11/2018 1:35 AM,Verbal Warning,Male,Speed,5400 S. Drexel,African American,Speeding,No
324,Two citations issued,3/11/2018 3:15 AM,Citations issued,Male,Traffic sign/signal,5495 S. Hyde Park Blvd,African American,Disobeyed traffic control device,No
325,N/A,3/11/2018 4:24 AM,Verbal Warning,Female,Equipment,6300 S. Ellis,African American,No headlights when required,No
326,N/A,3/11/2018 12:04 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Stony Island,African American,Disobeyed Stop Sign,No
327,N/A,3/11/2018 12:39 PM,Verbal Warning,Male,Traffic sign/signal,5800 S. Woodlawn,African American,Disobeyed Stop Sign,No
328,N/A,3/11/2018 12:44 PM,Verbal Warning,Female,Lane Violation,6000 S. Woodlawn,Hispanic,Improper lane usage,No
329,N/A,3/11/2018 3:55 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Cottage Grove,African American,Disobeyed traffic control device,No
330,N/A,3/11/2018 7:47 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Ingleside,African American,Failure to yield to pedestrian in crosswalk,No
331,N/A,3/11/2018 8:15 PM,Verbal Warning,Male,Traffic sign/signal,1323 E. 63rd Street,African American,Disobeyed traffic control device,No
332,N/A,3/11/2018 8:32 PM,Verbal Warning,Male,Equipment,5500 S. Shore Drive,Hispanic,No headlights when required,No
333,N/A,3/11/2018 8:48 PM,Verbal Warning,Female,Lane Violation,6300 S. Ellis,African American,Improper lane usage,No
334,N/A,3/11/2018 9:35 PM,Verbal Warning,Male,Equipment,5600 S. Woodalwn,African American,No headlights when required,No
335,N/A,3/11/2018 9:49 PM,Verbal Warning,Female,Equipment,1400 E. 55th Street,African American,No headlights when required,No
336,N/A,3/12/2018 8:34 AM,Verbal Warning,Male,Traffic sign/signal,6100 S. Woodlawn,African American,Disobeyed traffic control device,No
337,N/A,3/12/2018 12:35 PM,Verbal Warning,Male,Traffic sign/signal,1450 E. 55th Street,Caucasian,Failure to yield to pedestrian in crosswalk,No
338,N/A,3/12/2018 2:00 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Lake Park,African American,Disobeyed Stop Sign,No
339,One citation issued,3/12/2018 7:07 PM,Citation issued,Male,Traffic sign/signal,1613 E. 53rd Street,African American,Ran stop sign,No
340,N/A,3/12/2018 8:20 PM,Verbal Warning,Male,Moving Violation - Other,5100 S. Woodlawn,African American,Wrong way on one way street,No
341,N/A,3/12/2018 8:24 PM,Verbal Warning,Male,Moving Violation - Other,5200 S. Blackstone,African American,Wrong way on one way street,No
342,N/A,3/12/2018 9:44 PM,Verbal Warning,Male,Traffic sign/signal,6200 S. Kimbark,African American,Disobeyed traffic control device,No
343,N/A,3/12/2018 10:59 PM,Verbal Warning,Female,License plate/registration,5100 S. Cottage Grove,African American,Invalid registration,No
344,N/A,3/12/2018 11:37 PM,Verbal Warning,Male,Moving Violation - Other,5500 S. University,African American,Wrong way on one way street,No
345,N/A,3/12/2018 11:37 PM,Verbal Warning,Male,Lane Violation,6400 South Stony Island,African American,Improper lane usage,No
346,N/A,3/13/2018 10:53 AM,Verbal Warning,Female,Traffic Sign/Signal,54th and S Dorchester,African American,Ran stop sign,No
347,N/A,3/13/2018 11:20 AM,Verbal Warning,Female,Traffic sign/signal,54th and S Dorchester,Caucasian,Ran stop sign,No
348,,3/13/2018 4:12 PM,Citation issued,Male,Lane Violation,6300 S Ingleside,African American,Improper passing,No
349,N/A,3/13/2018 4:24 PM,Verbal Warning,Female,Traffic sign/signal,5300 S Greenwood,African American,Ran stop sign,No
350,N/A,3/13/2018 4:46 PM,Verbal Warning,Male,Traffic sign/signal,54th and S Dorchester,African American,Ran stop sign,No
351,N/A,3/13/2018 5:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Ellis,African American,Disobeyed traffic control device,No
352,N/A,3/13/2018 5:32 PM,Verbal Warning,Male,Traffic Sign/Signal,54th and S Dorchester,Hispanic,Ran stop sign,No
353,N/A,3/13/2018 8:08 PM,Verbal Warning,Male,License plate/registration,5300 Harper,African American,Driving without license plates,No
354,One citation issued,3/13/2018 8:41 PM,Citation issued,Female,Traffic Sign/Signal,5900 Dorchester,African American,Ran stop sign,No
355,N/A,3/13/2018 9:28 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Ellis,African American,Ran stop sign,No
356,N/A,3/14/2018 12:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 Blackstone,Caucasian,Disobeyed traffic control device,No
357,One citation issued,3/14/2018 12:21 AM,Citation issued,Female,Traffic Sign/Signal,5900 Woodlawn,African American,Ran red light,No
358,N/A,3/14/2018 10:43 AM,Verbal Warning,Male,Lane Violation,6400 S Cottage Grove,Caucasian,Improper lane usage,No
359,N/A,3/14/2018 12:27 PM,Verbal Warning,Male,Lane Violation,5500 S Cottage Grove,African American,Improper passing,No
360,N/A,3/14/2018 2:00 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Hyde Park,African American,Disobeyed traffic control device,No
