,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
410,One citation issued,9/9/2017 2:22 PM,Citation issued,Male,Traffic Sign/Signal,5800 S Cottage Grove,African American,Disobeyed traffic control device,No
411,N/A,9/10/2017 8:09 AM,Verbal Warning,Male,Lane Violation,5745 S Cottage Grove,African American,Improper passing,No
412,N/A,9/10/2017 8:54 AM,Verbal Warning,Male,Lane Violation,5700 S Kimbark,Caucasian,Wrong way on one way street,No
413,N/A,9/10/2017 9:02 PM,Verbal Warning,Male,Lane Violation,950 E 54th,African American,Wrong way on one way street,No
414,Two citations issued,9/10/2017 9:06 PM,Citation issued,Male,Traffic Sign/Signal,5300 S Kimbark,African American,Disobeyed traffic control device,No
415,N/A,9/11/2017 9:34 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 Ellis,Asian,Ran stop sign,No
416,N/A,9/12/2017 8:48 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 Ellis,Asian,Ran stop sign,No
417,One citation issued,9/12/2017 9:00 AM,Citation issued,Female,Traffic Sign/Signal,5700 Ellis,African American,Ran stop sign,No
418,N/A,9/12/2017 10:53 AM,Verbal Warning,Male,Traffic Sign/Signal,1155 E 57th,Asian,Ran stop sign,No
419,N/A,9/12/2017 1:46 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Drexel,African American,Ran stop sign,No
420,N/A,9/13/2017 2:28 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Kimbark,African American,Disobeyed traffic control device,No
421,N/A,9/13/2017 3:57 PM,Verbal Warning,Male,Lane Violation,5700 S University,Hispanic,Illegal U-Turn,No
422,N/A,9/14/2017 12:56 AM,Verbal Warning,Male,Lane Violation,6400 S Stony Island,African American,Repeatedly swerving in lane,No
423,N/A,9/14/2017 9:16 AM,Verbal Warning,Female,Lane Violation,6300 S Drexel,African American,Improper turn,No
424,N/A,9/14/2017 3:58 PM,Verbal Warning,Male,Traffic Sign/Signal,1165 E 53rd,African American,Failure to yield to pedestrian in crosswalk,No
425,N/A,9/17/2017 9:15 PM,Verbal Warning,Female,Lane Violation,5200 Blackstone,African American,Wrong way on one way street,No
426,N/A,9/18/2017 8:34 AM,Verbal Warning,Male,Lane Violation,6100 S Cottage Grove,African American,Wrong way on one way street,No
427,N/A,9/18/2017 8:53 AM,Verbal Warning,Male,Follow too close,5900 S Stony Island,Hispanic,Following too closely,No
428,Two citations issued,9/18/2017 2:30 PM,Citation issued,Female,Traffic Sign/Signal,5500 S University,African American,Failure to yield to pedestrian in crosswalk,No
429,N/A,9/19/2017 10:01 AM,Verbal Warning,Male,Lane Violation,5700 S Woodlawn,Caucasian,Wrong way on one way street,No
430,N/A,9/20/2017 8:25 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Ellis,African American,Ran red light,No
431,N/A,9/21/2017 9:47 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 Greenwood,Caucasian,Failure to yield to pedestrian in crosswalk,No
432,N/A,9/21/2017 1:28 PM,Verbal Warning,Male,Speed,5920 S Woodlawn,African American,Speeding,No
433,N/A,9/21/2017 1:48 PM,Verbal Warning,Female,Speed,1360 E Midway Plaisance,African American,Speeding,No
434,One citation issued,9/21/2017 2:15 PM,Citation issued,Female,Speed,5900 S Kimbark,African American,Speeding,No
435,N/A,9/22/2017 4:12 PM,Verbal Warning,Female,Lane Violation,5400 S Drexel,African American,Wrong way on one way street,No
436,N/A,9/22/2017 5:02 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Greenwood,African American,Ran stop sign,No
437,Two citations issued,9/22/2017 7:03 PM,Citation issued,Male,Traffic Sign/Signal,850 E 51st,African American,Disobeyed traffic control device,No
438,N/A,9/23/2017 9:13 AM,Verbal Warning,Female,Speed,930 E Midway Plaisance,African American,Speeding,No
439,N/A,9/23/2017 9:25 AM,Verbal Warning,Male,Speed,930 E Midway Plaisance,African American,Speeding,No
440,N/A,9/23/2017 9:50 AM,Verbal Warning,Male,Traffic Sign/Signal,4949 S Cottage Grove,African American,Disobeyed traffic control device,No
441,N/A,9/23/2017 9:51 AM,Verbal Warning,Male,Speed,930 E Midway Plaisance,African American,Speeding,No
442,N/A,9/23/2017 9:51 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Payne Dr.,African American,Ran stop sign,No
443,N/A,9/23/2017 1:26 PM,Verbal Warning,Male,Lane Violation,1464 E 55th,Caucasian,Improper turn,No
444,One citation issued,9/23/2017 4:43 PM,Citation issued,Male,Traffic Sign/Signal,1521 E 55th,Caucasian,Ran stop sign,No
445,N/A,9/24/2017 7:47 AM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Woodlawn,African American,Ran stop sign,No
446,N/A,9/24/2017 8:41 AM,Verbal Warning,Male,Traffic Sign/Signal,1200 E Midway Plaisance,African American,Ran stop sign,No
447,N/A,9/24/2017 11:57 AM,Verbal Warning,Male,Traffic Sign/Signal,1123 E 53rd,African American,Disobeyed traffic control device,No
448,N/A,9/25/2017 8:38 AM,Verbal Warning,Male,Speed,969 E. Midway Plaisance,African American,Speeding,No
449,N/A,9/25/2017 8:59 AM,Verbal Warning,Male,Speed,969 E. Midway Plaisance,African American,Speeding,No
450,Two citations issued,9/25/2017 9:11 AM,Citation issued,Female,Traffic Sign/Signal,922 E. Midway Plaisance,African American,Disobeyed traffic control device,No
451,N/A,9/25/2017 2:09 PM,Verbal Warning,Male,Lane Violation,5700 S. Drexel,Hispanic,Wrong way on one way street,No
452,N/A,9/27/2017 1:19 PM,Verbal Warning,Female,Lane Violation,5200 S Cottage Grove,African American,Improper lane usage,No
453,N/A,9/28/2017 8:27 AM,Verbal Warning,Female,Traffic Sign/Signal,4700 S Greenwood,African American,Ran stop sign,No
454,N/A,9/28/2017 11:04 PM,Verbal Warning,Male,Moving Violation - Other,1210 E 53rd,African American,Using cell phone while driving,No
455,N/A,9/29/2017 2:56 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S Kimbark,African American,Ran red light,No
456,Two citations issued,9/30/2017 7:30 AM,Citation issued,Female,Traffic Sign/Signal,6300 Greenwood,African American,Ran red light,No
457,N/A,9/30/2017 8:23 AM,Verbal Warning,Female,Speed,800 Midway Plaisance,African American,Speeding,No
458,N/A,9/30/2017 8:42 AM,Verbal Warning,Female,Speed,800 Midway Plaisance,African American,Speeding,No
459,Two citations issued,10/1/2017 6:54 PM,Citation issued,Male,Traffic Sign/Signal,5300 S University,African American,Ran stop sign,No
460,N/A,10/2/2017 9:24 AM,Verbal Warning,Female,Lane Violation,5300 S Cornell,African American,Improper U-Turn,No
461,N/A,10/2/2017 12:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S Dorchester,African American,Ran stop sign,No
462,Two citations issued,10/3/2017 3:01 PM,Citation issued,Male,Traffic Sign/Signal,5031 S Drexel,African American,Disobeyed traffic control device,No
463,N/A,10/4/2017 8:41 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 Ellis,Asian,Ran red light,No
464,N/A,10/5/2017 2:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Woodlawn,African American,Ran red light,No
465,One citation issued,10/6/2017 8:11 AM,Citation issued,Male,License plate/registration,5700 Ellis,African American,Invalid registration,No
466,N/A,10/6/2017 8:16 AM,Verbal Warning,Male,Traffic sign/signal,5800 Woodlawn,African American,Ran stop sign,No
467,One citation issued,10/6/2017 8:50 AM,Citation issued,Female,Lane Violation,1200 E 55th,African American,Driving in wrong lane,No
468,N/A,10/6/2017 12:01 PM,Verbal Warning,Female,Traffic sign/signal,5500 Kenwood,African American,Ran red light,No
469,N/A,10/6/2017 12:45 PM,Verbal Warning,Male,Traffic sign/signal,5700 Drexel,Caucasian,Failure to yield to pedestrian in crosswalk,No
470,N/A,10/6/2017 4:38 PM,Verbal Warning,Male,Moving Violation - Other,1100 E 54th,African American,Failure to yield to CTA bus in intersection,No
471,N/A,10/6/2017 11:54 PM,Verbal Warning,Male,Lane Violation,6400 S Dante,African American,Wrong way on one way street,No
472,N/A,10/7/2017 7:58 PM,Verbal Warning,Male,Lane Violation,1326 E 53rd,African American,Improper U-Turn,No
473,N/A,10/7/2017 9:48 PM,Verbal Warning,Male,Traffic sign/signal,5933 S Woodlawn,African American,Disobeyed Stop Sign,No
474,N/A,10/8/2017 2:12 AM,Verbal Warning,Male,Traffic sign/signal,1450 E 55th,African American,Ran stop sign,No
475,N/A,10/8/2017 9:51 AM,Verbal Warning,Male,Moving Violation - Other,5500 S Ellis,African American,Failure to yield to authorized emergency vehicle,No
476,N/A,10/8/2017 7:45 PM,Verbal Warning,Male,Traffic sign/signal,5224 S Lake Park,Asian,Disobeyed traffic control device,No
477,N/A,10/9/2017 10:53 AM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Blackstone,African American,Disobeyed traffic control device,No
478,N/A,10/9/2017 3:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5506 S Lake Park,African American,Ran stop sign,No
479,N/A,10/9/2017 4:17 PM,Verbal Warning,Male,Moving Violation - Other,5627 S Lake Park,Caucasian,Improper use of electronic communication device,No
480,One citation issued,10/10/2017 4:47 PM,Citation Issued,Male,Lane Violation,5535 S Cornell,Caucasian,Wrong way on one way street,No
481,N/A,10/11/2017 4:53 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Blackstone,African American,Ran stop sign,No
482,N/A,10/11/2017 4:57 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Cottage Grove,African American,Ran stop sign,No
483,N/A,10/12/2017 11:20 AM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Woodlawn,Caucasian,Failure to yield to pedestrian in crosswalk,No
484,N/A,10/13/2017 2:51 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Greenwood,African American,Ran stop sign,No
485,N/A,10/14/2017 4:39 PM,Verbal Warning,Female,Lane Violation,5800 Kimbark,African American,Wrong way on a one way street,No
486,N/A,10/15/2017 7:53 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Drexel,Caucasian,Ran stop sign,No
487,N/A,10/15/2017 3:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
488,N/A,10/15/2017 9:49 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Kenwood,African American,Ran stop sign,No
489,N/A,10/17/2017 3:20 PM,Verbal Warning,Male,Lane Violation,1226 E 53rd,Asian,Wrong way on one way street,No
490,N/A,10/18/2017 2:26 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 Lake Park,African American,Ran stop sign,No
491,N/A,10/18/2017 2:44 PM,Verbal Warning,Male,Moving Violation - Other,5600 Kimbark,African American,Using cell phone while driving,No
492,One citation issued,10/18/2017 4:23 PM,Citation issued,Female,Seatbelt,Midway Plaisance and Stony Island,African American,Failure to secure child in seat,No
493,N/A,10/18/2017 5:13 PM,Verbal Warning,Female,Traffic Sign/Signal,5737 Kimbark,African American,Ran stop sign,No
494,N/A,10/18/2017 7:53 PM,Verbal Warning,Male,Lane Violation,5300 S Kenwood,African American,Wrong way on one way street,No
495,N/A,10/19/2017 4:00 PM,Verbal Warning,Female,Lane Violation,5828 Drexel,Caucasian,Right turn in front of CTA bus,No
496,N/A,10/19/2017 9:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Hyde Park,African American,Speeding,No
497,N/A,10/20/2017 3:31 AM,Verbal Warning,Male,Lane Violation,4700 S Lake Park,African American,Improper lane usage,No
498,N/A,10/20/2017 3:52 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
499,N/A,10/20/2017 8:00 PM,Verbal Warning,Male,Lane Violation,1150 E 62nd,African American,Wrong way on one way street,No
500,N/A,10/20/2017 8:08 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Drexel,Asian,Ran stop sign,No
501,N/A,10/21/2017 7:47 PM,Verbal Warning,Male,Traffic Sign/Signal,6310 S Ingleside,African American,Ran stop sign,No
502,N/A,10/21/2017 8:33 PM,Verbal Warning,Female,Lane Violation,5200 S Ingleside,Asian,Ran stop sign,No
503,N/A,10/21/2017 9:41 PM,Verbal Warning,Male,Lane Violation,5600 S Cottage Grove,Caucasian,Wrong way on one way street,No
504,N/A,10/21/2017 10:17 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Cornell,African American,Ran red light,No
505,N/A,10/22/2017 7:26 PM,Verbal Warning,Male,Lane Violation,5700 S Harper,African American,Wrong way on one way street,No
506,N/A,10/24/2017 2:37 PM,Verbal Warning,Male,Lane Violation,6228 Drexel,African American,Wrong way on one way street,No
507,N/A,10/26/2017 11:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Ellis,African American,Ran stop sign,No
508,N/A,10/27/2017 5:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
509,N/A,10/27/2017 5:32 PM,Verbal Warning,Female,Traffic Sign/Signal,5900 S University,Caucasian,Wrong way on one way street,No
510,N/A,10/28/2017 1:51 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 S Cottage Grove,African American,Ran red light,No
511,N/A,10/28/2017 4:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Kenwood,Caucasian,Ran red light,No
512,Two citations issued,10/31/2017 4:05 PM,Citation issued,Male,Lane Violation,6320 S Greenwood,African American,Improper lane usage,No
513,N/A,10/31/2017 9:39 PM,Verbal Warning,Male,Speed,6300 S Kimbark,African American,Speeding,No
514,N/A,11/2/2017 10:52 PM,Verbal Warning,Female,Lane Violation,5400 S Dorchester,African American,Wrong way on a one way street,No
515,N/A,11/2/2017 11:06 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Ellis,African American,Ran red light,No
516,N/A,11/3/2017 5:00 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Harper,African American,Ran stop sign,No
517,N/A,11/3/2017 8:10 PM,Verbal Warning,Female,Lane Violation,6230 S Drexel,African American,Improper turn,No
518,N/A,11/5/2017 2:24 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Ingleside,African American,Ran stop sign,No
519,N/A,11/6/2017 9:36 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 Ellis,African American,Ran red light,No
520,N/A,11/6/2017 3:17 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Greenwood,Hispanic,Ran stop sign,No
521,N/A,11/7/2017 12:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 University,Caucasian,Ran red light,No
522,N/A,11/7/2017 5:15 PM,Verbal Warning,Female,Lane Violation,5500 Dorchester,Asian,Improper right turn in front of bus,No
523,N/A,11/7/2017 5:49 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 S Cottage Grove,African American,Ran red light,No
524,N/A,11/8/2017 10:45 AM,Verbal Warning,Male,Traffic sign/signal,5200 S. Kenwood,African American,Disobeyed Stop Sign,No
525,N/A,11/9/2017 11:17 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Kimbark,African American,Disobeyed traffic control device,No
526,N/A,11/9/2017 9:36 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Woodlawn,Asian,Disobeyed traffic control device,No
527,N/A,11/10/2017 4:29 PM,Verbal Warning,Male,Traffic Sign/Signal,800 Midway Plaisance,African American,Ran red light,No
528,N/A,11/10/2017 8:00 PM,Verbal Warning,Male,Lane Violation,5300 S Lake Park,African American,Failure to yield when entering traffic lane,No
529,N/A,11/10/2017 9:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Dorchester,African American,Ran stop sign,No
530,N/A,11/10/2017 10:11 PM,Verbal Warning,Male,Traffic Sign/Signal,5214 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
531,N/A,11/11/2017 1:36 AM,Verbal Warning,Female,Traffic Sign/Signal,5205 S Woodlawn,African American,Disobeyed traffic control device,No
532,Two citations issued,11/11/2017 2:36 PM,Citation issued,Female,Traffic Sign/Signal,5550 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
533,N/A,11/11/2017 9:21 PM,Verbal Warning,Male,Moving Violation - Other,5500 S Woodlawn,African American,Using cell phone while driving,No
534,N/A,11/11/2017 11:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5235 S Drexel,African American,Ran red light,No
535,N/A,11/12/2017 8:19 PM,Verbal Warning,Female,Lane Violation,5600 S Drexel,Caucasian,Wrong way on one way road,No
536,N/A,11/12/2017 9:33 PM,Verbal Warning,Male,Traffic Sign/Signal,1100 E 57th,African American,Disobeyed traffic control device,No
537,N/A,11/13/2017 3:30 PM,Verbal Warning,Male,Lane Violation,5200 S Dorchester,African American,Wrong way on one way road,No
538,N/A,11/14/2017 9:37 AM,Verbal Warning,Male,Lane Violation,1000 E 63rd St,African American,Failure to signal,No
539,N/A,11/14/2017 12:07 AM,Verbal Warning,Male,Traffic Sign/Signal,1055 E 51st,African American,Disobeyed traffic control device,No
540,N/A,11/14/2017 5:58 PM,Verbal Warning,Male,Lane Violation,5200 S Dorchester,African American,Wrong way on one way road,No
541,N/A,11/14/2017 8:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 S Woodlawn,Caucasian,Ran stop sign,No
542,N/A,11/16/2017 10:29 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S Lake Park,African American,Ran stop sign,No
543,N/A,11/17/2017 10:11 PM,Verbal Warning,Female,Lane Violation,6300 S Kenwood,African American,Wrong way on one way road,No
544,N/A,11/17/2017 11:55 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Stony Island,African American,Ran stop sign,No
545,N/A,11/18/2017 3:27 PM,Verbal Warning,Male,Moving Violation - Other,1100 E 57th,African American,Driving on sidewalk,No
546,N/A,11/18/2017 8:45 PM,Verbal Warning,Female,Lane Violation,5700 S Blackstone,Caucasian,Wrong way on one way road,No
547,N/A,11/18/2017 9:35 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Blackstone,African American,Ran stop sign,No
548,One citation issued,11/18/2017 11:10 PM,Citation issued,Male,Traffic Sign/Signal,5300 S Kimbark,Caucasian,Ran stop sign,No
549,One citation issued,11/19/2017 2:52 AM,Citation issued,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Disobeyed traffic control device,No
550,N/A,11/19/2017 2:14 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S University,African American,Ran stop sign,No
551,N/A,11/19/2017 3:16 PM,Verbal Warning,Female,Traffic Sign/Signal,6200 S Woodlawn,African American,Disobeyed traffic control device,No
552,Two citations issued,11/19/2017 4:12 PM,Citation issued,Female,Moving Violation - Other,5500 S Greenwood,African American,Failure to yield,No
553,N/A,11/19/2017 8:36 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Ellis,African American,Ran stop sign,No
554,One citation issued,11/19/2017 8:55 PM,Citation Issued,Male,Traffic Sign/Signal,5700 S Harper,Caucasian,Ran stop sign,No
555,Two citations issued,11/20/2017 5:24 PM,Citation issued,Male,Traffic Sign/Signal,5800 S Cottage Grove,African American,Ran red light,No
556,N/A,11/20/2017 8:10 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Dorchester,African American,Ran stop sign,No
557,N/A,11/21/2017 12:45 PM,Verbal Warning,Male,Traffic sign/signal,1346 E. 53rd Street,African American,Ran red light,No
558,N/A,11/21/2017 9:31 PM,Verbal Warning,Male,Traffic sign/signal,1554 E. 55th Street,African American,Disobeyed Stop Sign,No
559,N/A,11/27/2017 11:44 AM,Verbal Warning,Male,Traffic sign/signal,4700 S Lake Park,African American,Ran stop sign,No
560,N/A,11/29/2017 2:45 PM,Verbal Warning,Female,Traffic sign/signal,5505 S Shore Ave,African American,Ran stop sign,No
561,N/A,11/29/2017 7:02 PM,Verbal Warning,Male,Lane Violation,5500 S Kimbark,African American,Wrong way on one way street,No
562,One citation issued,11/29/2017 9:27 PM,Citation Issued,Male,Traffic sign/signal,5500 S Lake Park,African American,Ran stop sign,No
563,N/A,11/30/2017 7:29 PM,Verbal Warning,Male,Lane Violation,5500 S Lake Park,African American,Wrong way on one way street,No
564,N/A,11/30/2017 10:51 PM,Verbal Warning,Female,Lane Violation,1400 E Midway Plaisance,African American,Improper turn,No
565,N/A,12/1/2017 9:36 AM,Verbal Warning,Male,Lane Violation,6300 S Kimbark,African American,Improper lane usage,No
566,N/A,12/1/2017 3:21 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S Kimbark,African American,Disobeyed traffic control device,No
567,N/A,12/2/2017 9:53 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Harper,Caucasian,Disobeyed traffic control device,No
568,N/A,12/2/2017 10:33 PM,Verbal Warning,Female,Lane Violation,6100 S Kimbark,Caucasian,Wrong way on one way street,No
569,N/A,12/3/2017 1:27 AM,Verbal Warning,Male,Traffic Sign/Signal,1554 E 55th,African American,Disobeyed traffic control device,No
570,N/A,12/3/2017 8:38 PM,Verbal Warning,Female,Lane Violation,1312 E 53rd,African American,Improper U-Turn,No
571,N/A,12/4/2017 1:08 PM,Verbal Warning,Male,Traffic Sign/Signal,1370 E 53rd,African American,Disobeyed traffic control device,No
572,N/A,12/5/2017 8:43 AM,Verbal Warning,Male,Lane Violation,900 E 55th,African American,Improper lane usage,No
573,N/A,12/6/2017 4:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S Drexel,African American,Ran stop sign,No
574,One citation issued,12/7/2017 8:08 AM,Citation issued,Female,Traffic Sign/Signal,6146 S Dorchester,Hispanic,Ran stop sign,No
575,N/A,12/7/2017 1:16 PM,Verbal Warning,Female,Lane Violation,5713 S Kenwood,Caucasian,Wrong way on one way road,No
576,N/A,12/7/2017 4:58 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 S Woodlawn,African American,Disobeyed traffic control device,No
577,N/A,12/8/2017 11:19 PM,Verbal Warning,Male,Lane Violation,5300 S Harper,Hispanic,Improper lane usage,No
578,N/A,12/9/2017 4:25 PM,Verbal Warning,Male,Moving Violation - Other,5444 S Drexel,Caucasian,Driving on sidewalk,No
579,,There were no traffic stops to report on 12-13-201,,,,,,,
580,Two citations issued,12/14/2017 7:28 AM,Citation issued,Male,Traffic Sign/Signal,4700 S Lake Park,African American,Ran red light,No
581,N/A,12/14/2017 8:33 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S Woodlawn,African American,Disobeyed traffic control device,No
582,N/A,12/14/2017 9:21 PM,Verbal Warning,Male,Moving Violation - Other,5200 S Blackstone,African American,Failure to yield to oncoming traffic,No
583,Two citations issued,12/16/2017 12:16 AM,Citation issued,Male,Traffic Sign/Signal,5300 S Harper,African American,Ran red light,No
584,One citation issued,12/16/2017 1:34 AM,Citation issued,Male,Traffic Sign/Signal,5500 S Blackstone,Caucasian,Disobeyed traffic control device,No
585,N/A,12/17/2017 1:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Woodlawn,African American,Ran stop sign,No
586,N/A,12/17/2017 8:15 PM,Verbal Warning,Female,Lane Violation,5200 S Kenwood,African American,Wrong way on one way road,No
587,N/A,12/18/2017 4:38 PM,Verbal Warning,Female,Lane Violation,5300 S Lake Park,African American,Improper U-Turn,No
588,N/A,12/19/2017 9:35 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Drexel,African American,Disobeyed traffic control device,No
589,N/A,12/19/2017 4:21 PM,Verbal Warning,Male,Equipment,5300 S Dorchester,African American,Driving without brake lights,No
590,N/A,12/19/2017 4:47 PM,Verbal Warning,Male,Lane Violation,5608 Stony Island,African American,Illegally passed bus during loading,No
591,One citation issued,12/19/2017 5:20 PM,Citation issued,Male,Traffic Sign/Signal,5900 S Cottage Grove,African American,Ran red light,No
592,N/A,12/19/2017 8:27 PM,Verbal Warning,Male,Lane Violation,4900 East End,Caucasian,Failure to signal,No
593,N/A,12/20/2017 12:05 AM,Verbal Warning,Male,Lane Violation,5100 S Dorchester,African American,Failure to signal,No
594,N/A,12/20/2017 12:05 AM,Verbal Warning,Male,Lane Violation,5100 S Dorchester,African American,Failure to signal,No
595,One citation issued,12/20/2017 8:16 PM,Citation issued,Female,Traffic sign/signal,5000 S Cornell,Hispanic,Disobeyed traffic control device,No
596,Two citations issued,12/21/2017 12:05 AM,Citation issued,Female,Lane Violation,6000 S KIMBARK,African American,Wrong way on one way street,No
597,N/A,12/21/2017 12:00 PM,Verbal Warning,Female,Lane Violation,1400 E. MIDWAY PLAISANCE,African American,Improper lane usage,No
598,N/A,12/21/2017 4:46 PM,Verbal Warning,Female,Lane Violation,5500 S. KENWOOD,African American,Improper lane usage,No
599,Two citations issued,12/22/2017 9:49 PM,Citation issued,Male,Traffic Sign/Signal,5319 S Ellis,African American,Ran stop sign,Yes
600,N/A,12/24/2017 4:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,African American,Disobeyed traffic control device,No
601,N/A,12/24/2017 10:02 PM,Verbal Warning,Male,Traffic Sign/Signal,55th and Cottage Grove,African American,Ran stop sign,No
602,N/A,12/25/2017 6:53 PM,Verbal Warning,Female,Lane Violation,950 E 59th,African American,Wrong way on one way road,No
603,N/A,12/26/2017 12:00 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Payne Dr.,African American,Ran stop sign,No
604,N/A,12/26/2017 3:06 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Ingleside,African American,Disobeyed traffic control device,No
605,N/A,12/27/2017 2:59 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Ingleside,African American,Disobeyed traffic control device,No
606,N/A,12/28/2017 4:55 PM,Verbal Warning,Male,Moving Violation - Other,5625 S. ELLIS,Caucasian,Driving on sidewalk,No
607,N/A,12/29/2017 4:28 AM,Verbal Warning,Male,Traffic sign/signal,5300 S. CORNELL,African American,Disobeyed traffic control device,No
608,N/A,12/29/2017 6:55 AM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Cottage Grove,African American,Disobeyed traffic control device,No
609,N/A,12/29/2017 8:37 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Blackstone,African American,Ran stop sign,No
610,N/A,12/29/2017 1:58 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 S Kenwood,Asian,Ran stop sign,No
611,N/A,12/31/2017 10:10 AM,Verbal Warning,Female,Traffic Sign/Signal,6100 S Woodlawn,African American,Ran stop sign,No
612,N/A,12/31/2017 12:40 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Woodlawn,African American,Ran stop sign,No
613,One citation issued,12/31/2017 10:18 PM,Citation issued,Female,Traffic sign/signal,6000 S Dorchester,African American,Ran stop sign,No
